SKU Number,Category,Page Number,PDF File Path
175013,"Hoses, Fittings, Swivels and Gauges/Pipe Fittings",91,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
176393,"Hoses, Fittings, Swivels and Gauges/Pipe Fittings",91,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
183459,Professional Gun Washer,100,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
183459,Standard Gun Washer,99,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
186517,Agitators/Pneumatic Rotary Vane/Heavy Duty Pressure Tank Agitators,20,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
188406,Professional Gun Washer,100,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
188406,Standard Gun Washer,99,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
189018,"Hoses, Fittings, Swivels and Gauges/Stainless Fittings",97,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
189018,High Pressure Swivels,86,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
195903,Professional Gun Washer,100,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
195903,Standard Gun Washer,99,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
198786,Professional Gun Washer,100,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
198786,Standard Gun Washer,99,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
202965,"Hoses, Fittings, Swivels and Gauges/Pipe Swivels",92,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
203992,Other Accessories/Siphon Kits,103,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
204083,"Hoses, Fittings, Swivels and Gauges/High Pressure Swivels",86,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
204084,High Pressure Swivels,86,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
204536,Agitators/Pneumatic Rotary Vane/Pail Cover Agitator,19,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
204536,Agitators/Pneumatic Radial Piston/Air Motor Kits,31,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
204938,"Hoses, Fittings, Swivels and Gauges/Coupled Stainless Steel Hoses",84,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
205058,"Hoses, Fittings, Swivels and Gauges/Coupled Stainless Steel Hoses",84,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
205099,"Hoses, Fittings, Swivels and Gauges/Coupled Stainless Steel Hoses",84,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
205122,Pressure Regulators/Pressure Regulators Product Matrix,48,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
205324,"Hoses, Fittings, Swivels and Gauges/Coupled Stainless Steel Hoses",84,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
205349,"Hoses, Fittings, Swivels and Gauges/Coupled Stainless Steel Hoses",84,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206019,Pressure Regulators/Pressure Regulators Product Matrix,48,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206019,Back Pressure Regulators (BPR)/Low Pressure BPR,61,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206024,"Hoses, Fittings, Swivels and Gauges/Coupled Stainless Steel Hoses",84,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206266,Other Accessories/Siphon Kits,103,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206268,Other Accessories/Siphon Kits,102,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206661,Pressure Regulators/Medium Pressure,54,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206661,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
206706,Agitators/Pneumatic Rotary Vane/Replacement Air Motors,18,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206819,Back Pressure Regulators (BPR)/High Pressure BPR,62,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
206966,"Hoses, Fittings, Swivels and Gauges/Coupled Stainless Steel Hoses",84,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
207123,The page number 94 does not correspond to any category in the provided JSON data. Please provide a different page number that is included in the list.,94,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
207152,"Hoses, Fittings, Swivels and Gauges/Stainless Fittings",97,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
207484,Other Accessories/Siphon Kits,102,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
207946,"Hoses, Fittings, Swivels and Gauges/High Pressure Swivels",86,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
207947,"Hoses, Fittings, Swivels and Gauges/High Pressure Swivels",86,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
207994,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
207995,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
207996,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
207997,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
207998,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
207999,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
208000,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
208082,Gun Controls and Adapters/Gun-Mounted Fluid Regulator,63,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
208259,Other Accessories/Siphon Kits,103,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
208434,"Hoses, Fittings, Swivels and Gauges/Pipe Swivels",92,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
208920,Other Accessories/Siphon Kits,102,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
208997,Pressure Regulators/Pressure Regulators Product Matrix,48,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
208997,Back Pressure Regulators (BPR)/Low Pressure Corrosion Resistant,57,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
210090,Filters/High Pressure Red Alert Filter,73,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
213057,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213058,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213059,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213060,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213061,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213062,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213063,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213064,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213065,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
213066,Filters/Low Pressure Red Alert Filter,75,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
214706,Pressure Regulators/Low Pressure,49,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
214706,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
214895,Pressure Regulators/Low Pressure,49,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
214895,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
214925,"Hoses, Fittings, Swivels and Gauges/High Pressure Swivels",86,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
214926,"Hoses, Fittings, Swivels and Gauges/High Pressure Swivels",86,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
214980,Pressure Regulators/Low Pressure,49,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
214980,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
217074,"Air Preparation and Controls/Filters, Lubricators, Regulators",44,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
217314,Pressure Regulators/Low Pressure,49,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
217314,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
217430,"Hoses, Fittings, Swivels and Gauges/Pipe Swivels",92,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
217576,Pressure Regulators/Medium Pressure,54,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
217576,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
218509,Surge Suppressors/High Flow,68,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
221118,Pressure Regulators/Low Pressure,49,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
221118,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
222115,Pressure Regulators/Low Pressure,49,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
222115,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
222121,Pressure Regulators/High Pressure Corrosion Resistant Mini,53,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
222121,Pressure Regulators/Pressure Regulators Product Matrix,47,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-G.pdf
222405,Back Pressure Regulators (BPR)/High Pressure BPR,62,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
222695,Agitators/Pneumatic Rotary Vane/Pail Cover Agitator,19,C:/Users/REX/Documents/PDFCategoryTreeBuilder/345020EN-Gpdf
